is_completed,coverage_rate,repeated_coverage,accumulated_pos,step
False,0.0019083969465648854,0.0,0.004496070507483297,1
False,0.003816793893129771,0.0,0.008937310886826554,2
False,0.0057251908396946565,0.0,0.013945129256950226,3
False,0.007633587786259542,0.0,0.01919054484901407,4
False,0.009541984732824428,0.0,0.024728387791158133,5
False,0.011450381679389313,0.0,0.030832808724082613,6
False,0.013358778625954198,0.0,0.037138273460187235,7
False,0.015267175572519083,0.0,0.04311475742745162,8
False,0.01717557251908397,0.0,0.04857949353207563,9
False,0.019083969465648856,0.0,0.05545153625896066,10
False,0.02099236641221374,0.0,0.0620494283451455,11
False,0.022900763358778626,0.0,0.0684462766281502,12
False,0.02480916030534351,0.0,0.07396584286091425,13
False,0.026240458015267174,0.00047709923664122136,0.07924781187173813,14
False,0.02767175572519084,0.0009541984732824427,0.0838535426355015,15
False,0.029103053435114504,0.0014312977099236641,0.0890075746806653,16
False,0.030534351145038167,0.0019083969465648854,0.09425299027272914,17
False,0.03196564885496183,0.002385496183206107,0.09933391548037288,18
False,0.033396946564885496,0.0028625954198473282,0.10370204902219608,19
False,0.03482824427480916,0.0033396946564885495,0.10858193042665965,20
False,0.03625954198473282,0.003816793893129771,0.11326076802794308,21
False,0.03769083969465649,0.004293893129770993,0.11797615904798653,22
False,0.039122137404580155,0.004770992366412214,0.12247222955546982,23
False,0.040553435114503815,0.005248091603053435,0.1265296590378328,24
False,0.04198473282442748,0.0057251908396946565,0.13093434599841605,25
False,0.04341603053435115,0.006202290076335878,0.13475417825883887,26
False,0.04484732824427481,0.006679389312977099,0.13872022419430177,27
False,0.046278625954198474,0.00715648854961832,0.14297869747984493,28
False,0.04723282442748092,0.008110687022900763,0.14546432995552674,29
False,0.04866412213740458,0.008587786259541985,0.1492476087971895,30
False,0.04961832061068702,0.009541984732824428,0.15193428507605147,31
False,0.05057251908396947,0.01049618320610687,0.15449302438925333,32
False,0.05152671755725191,0.011450381679389313,0.15727108421501537,33
False,0.05295801526717557,0.011927480916030535,0.16120057673171825,34
False,0.05438931297709924,0.012404580152671756,0.16525800621408124,35
False,0.055820610687022904,0.012881679389312978,0.16918749873078412,36
False,0.05725190839694656,0.013358778625954198,0.17295250086306688,37
False,0.05868320610687023,0.01383587786259542,0.17684543996100974,38
False,0.060114503816793896,0.01431297709923664,0.18079320918709266,39
False,0.061545801526717556,0.014790076335877863,0.18432061409743525,40
False,0.06297709923664122,0.015267175572519083,0.1885059805454583,41
False,0.06440839694656489,0.015744274809160304,0.19201510874642091,42
False,0.06583969465648855,0.016221374045801526,0.19623702861320402,43
False,0.06727099236641221,0.016698473282442748,0.19967304997664653,44
False,0.06870229007633588,0.01717557251908397,0.20360254249334941,45
False,0.07013358778625954,0.017652671755725192,0.20696545701927188,46
False,0.07108778625954199,0.018606870229007633,0.20941453607619367,47
False,0.07251908396946564,0.019083969465648856,0.21319781491785647,48
False,0.07395038167938932,0.019561068702290078,0.2170176471782793,49
False,0.07538167938931298,0.020038167938931296,0.22023434802916164,50
False,0.07681297709923664,0.02051526717557252,0.22346932558942403,51
False,0.07824427480916031,0.02099236641221374,0.22677740998720644,52
False,0.07967557251908397,0.021469465648854963,0.2295920232317285,53
False,0.08110687022900763,0.02194656488549618,0.2328270007919909,54
False,0.0825381679389313,0.022423664122137404,0.23613508518977333,55
False,0.08349236641221373,0.023377862595419848,0.23858416424669512,56
False,0.08444656488549618,0.02433206106870229,0.24066770911601665,57
False,0.08492366412213741,0.025763358778625955,0.24174603496943745,58
False,0.08540076335877862,0.02719465648854962,0.24297057449789836,59
False,0.0868320610687023,0.02767175572519084,0.2459314014174605,60
False,0.08826335877862596,0.02814885496183206,0.2488008447901226,61
False,0.08969465648854962,0.02862595419847328,0.25181650183782484,62
False,0.09112595419847329,0.029103053435114504,0.25528907662002737,63
False,0.09255725190839695,0.029580152671755726,0.25877992811160994,64
False,0.09398854961832061,0.030057251908396948,0.26234388644071255,65
False,0.09541984732824428,0.030534351145038167,0.2662185488292754,66
False,0.09685114503816794,0.03101145038167939,0.27047702211481855,67
False,0.0982824427480916,0.03148854961832061,0.27349267916252074,68
False,0.09971374045801527,0.03196564885496183,0.2774221716792236,69
False,0.10114503816793893,0.03244274809160305,0.2814247710334466,70
False,0.10209923664122138,0.033396946564885496,0.2834534857746281,71
False,0.10305343511450382,0.03435114503816794,0.28584773470340985,72
False,0.10448473282442748,0.03482824427480916,0.28999654773267286,73
False,0.10543893129770993,0.0357824427480916,0.29240907337083466,74
False,0.10639312977099237,0.036736641221374045,0.2951140263590767,75
False,0.10734732824427481,0.03769083969465649,0.2974717218690984,76
False,0.10830152671755726,0.03864503816793893,0.29995735434478027,77
False,0.10925572519083969,0.03959923664122137,0.30216883617976187,78
False,0.11020992366412213,0.040553435114503815,0.30452653168978355,79
False,0.11116412213740458,0.04150763358778626,0.30699388745608536,80
False,0.11211832061068702,0.042461832061068704,0.30958918018804726,81
False,0.11354961832061068,0.042938931297709926,0.3127510509107896,82
False,0.11498091603053436,0.04341603053435115,0.31554738744593164,83
False,0.11641221374045801,0.04389312977099236,0.3183802773998337,84
False,0.11784351145038167,0.044370229007633585,0.3211948906443558,85
False,0.11927480916030535,0.04484732824427481,0.32355258615437754,86
False,0.12070610687022901,0.04532442748091603,0.3258188981174992,87
False,0.12213740458015267,0.04580152671755725,0.32883455516520144,88
False,0.12356870229007634,0.046278625954198474,0.3316308917003435,89
False,0.125,0.046755725190839696,0.3339520337916052,90
False,0.12643129770992367,0.04723282442748092,0.336419389557907,91
False,0.12786259541984732,0.04770992366412214,0.3387039782304087,92
False,0.12881679389312978,0.04866412213740458,0.3401112848526697,93
False,0.13024809160305342,0.0491412213740458,0.34276140771277164,94
False,0.1321564885496183,0.0491412213740458,0.3454846374103937,95
False,0.1340648854961832,0.0491412213740458,0.34840891091119586,96
False,0.1359732824427481,0.0491412213740458,0.3510955871900578,97
False,0.13788167938931298,0.0491412213740458,0.35409296752838004,98
False,0.13979007633587787,0.0491412213740458,0.35765692585748265,99
False,0.14169847328244276,0.0491412213740458,0.3606725829051849,100
False,0.14360687022900764,0.0491412213740458,0.363615133115367,101
False,0.14551526717557253,0.0491412213740458,0.3673253051195097,102
False,0.1474236641221374,0.0491412213740458,0.37013991836403176,103
False,0.14933206106870228,0.0491412213740458,0.3734845561805742,104
False,0.15124045801526717,0.0491412213740458,0.37673781045021654,105
False,0.15314885496183206,0.0491412213740458,0.3806307495481594,106
False,0.15505725190839695,0.0491412213740458,0.38481611599618243,107
False,0.15648854961832062,0.04961832061068702,0.3876490059500845,108
False,0.15839694656488548,0.04961832061068702,0.39156022175740735,109
False,0.16030534351145037,0.04961832061068702,0.39570903478667036,110
False,0.16221374045801526,0.04961832061068702,0.3995288670470932,111
False,0.16412213740458015,0.04961832061068702,0.40281867473549554,112
False,0.16603053435114504,0.04961832061068702,0.40594399203947784,113
False,0.16793893129770993,0.04961832061068702,0.40906930934346014,114
False,0.16984732824427481,0.04961832061068702,0.4121946266474425,115
False,0.1717557251908397,0.04961832061068702,0.4157585849765451,116
False,0.1736641221374046,0.04961832061068702,0.4191946063399876,117
False,0.17557251908396945,0.04961832061068702,0.4232703125317306,118
False,0.17748091603053434,0.04961832061068702,0.4267977174420732,119
False,0.17938931297709923,0.04961832061068702,0.4307637633775361,120
False,0.1808206106870229,0.050095419847328244,0.4335235464939181,121
False,0.18225190839694658,0.05057251908396947,0.4363381597384402,122
False,0.183206106870229,0.05152671755725191,0.4379830635826414,123
False,0.18463740458015268,0.05200381679389313,0.44099872063034357,124
False,0.18606870229007633,0.05248091603053435,0.4442519748999859,125
False,0.18797709923664122,0.05248091603053435,0.4475417825883884,126
False,0.1898854961832061,0.05248091603053435,0.45114229433625097,127
False,0.191793893129771,0.05248091603053435,0.4545234855715534,128
False,0.19370229007633588,0.05248091603053435,0.45784984667871587,129
False,0.19513358778625955,0.05295801526717557,0.46033547915439765,130
False,0.19704198473282442,0.05295801526717557,0.46378977722722015,131
False,0.1984732824427481,0.05343511450381679,0.46605608919034186,132
False,0.19990458015267176,0.053912213740458015,0.4681030806409034,133
False,0.20181297709923665,0.053912213740458015,0.4709725240135655,134
False,0.20372137404580154,0.053912213740458015,0.4741526714456878,135
False,0.2056297709923664,0.053912213740458015,0.4770038381089699,136
False,0.2075381679389313,0.053912213740458015,0.47936153361899164,137
False,0.20944656488549618,0.053912213740458015,0.4819019962228135,138
False,0.21135496183206107,0.053912213740458015,0.4845521190829154,139
False,0.21326335877862596,0.053912213740458015,0.4874215624555775,140
False,0.21517175572519084,0.053912213740458015,0.49060170988769986,141
